timestamp,experiment,method,image_pair,condition,num_kp_img1,num_kp_img2,desc_dim_img1,desc_dtype,num_raw_matches,num_good_matches,num_ransac_inliers,num_ransac_outliers,inlier_ratio,time_feat_s,time_match_s,time_ransac_s,reprojection_error_px,homography_success,failure_reason,panorama_w,panorama_h,pano_valid_ratio,pano_lap_variance,time_total_s,ratio_threshold,ransac_threshold,rotation_angle_deg,scale_factor,viewpoint_level,viewpoint_offset_px,illumination_tag,brightness_delta,contrast_factor,illumination_type
2026-08-28T02:38:29.589954+00:00,rotation,SIFT,ref-rot030,30,1253,1763,128,float32,1253,818,764,54,0.934,0.3082,0.0195,0.0009,0.223,True,,951.0,896.0,0.5296,1299.69,5.8363,0.75,5.0,30.0,,,,,,,
2026-08-28T02:38:30.122016+00:00,rotation,SIFT,ref-rot045,45,1253,1740,128,float32,1253,804,728,76,0.9055,0.3241,0.0191,0.001,0.226,True,,956.0,956.0,0.4939,1282.19,0.5098,0.75,5.0,45.0,,,,,,,
2026-08-28T02:38:30.689644+00:00,rotation,SIFT,ref-rot060,60,1253,1786,128,float32,1253,797,738,59,0.926,0.364,0.0166,0.0011,0.223,True,,896.0,950.0,0.5302,1186.84,0.5474,0.75,5.0,60.0,,,,,,,
2026-08-28T02:38:35.510394+00:00,rotation,SIFT,ref-rot090,90,1253,1255,128,float32,1253,1037,1011,26,0.9749,0.2193,0.0174,0.0015,0.099,True,,601.0,751.0,0.997,2085.6,4.8169,0.75,5.0,90.0,,,,,,,
2026-08-28T02:38:35.980322+00:00,rotation,SIFT,ref-rot120,120,1253,1772,128,float32,1253,801,762,39,0.9513,0.2918,0.0169,0.001,0.227,True,,896.0,950.0,0.5303,988.12,0.45,0.75,5.0,120.0,,,,,,,
2026-08-28T02:38:36.314027+00:00,rotation,SIFT,ref-rot180,180,1253,1263,128,float32,1253,1008,951,57,0.9435,0.2021,0.0129,0.0015,0.117,True,,751.0,601.0,0.997,1886.64,0.3139,0.75,5.0,180.0,,,,,,,
2026-08-28T02:38:40.714895+00:00,rotation,ORB,ref-rot000,0,1000,1000,32,uint8,998,998,998,0,1.0,0.0259,0.0108,0.0005,0.0,True,,750.0,600.0,1.0,3343.88,4.4011,0.75,5.0,0.0,,,,,,,
2026-08-28T02:38:40.928208+00:00,rotation,ORB,ref-rot015,15,1000,1000,32,uint8,630,630,560,70,0.8889,0.0363,0.0162,0.0015,1.09,True,,880.0,775.0,0.6619,1210.63,0.1946,0.75,5.0,15.0,,,,,,,
2026-08-28T02:38:46.057061+00:00,rotation,ORB,ref-rot030,30,1000,1000,32,uint8,599,599,536,63,0.8948,0.034,0.0106,0.0009,1.18,True,,956.0,897.0,0.5277,967.73,5.114,0.75,5.0,30.0,,,,,,,
2026-08-28T02:38:46.288466+00:00,rotation,ORB,ref-rot045,45,1000,1000,32,uint8,627,627,569,58,0.9075,0.032,0.0125,0.001,1.121,True,,955.0,956.0,0.4944,1114.91,0.2034,0.75,5.0,45.0,,,,,,,
2026-08-28T02:38:46.592488+00:00,rotation,ORB,ref-rot060,60,1000,1000,32,uint8,603,603,540,63,0.8955,0.0351,0.0134,0.0011,1.032,True,,895.0,950.0,0.5308,1153.09,0.2857,0.75,5.0,60.0,,,,,,,
2026-08-28T02:38:51.058358+00:00,rotation,ORB,ref-rot090,90,1000,1000,32,uint8,802,802,754,48,0.9401,0.0295,0.0107,0.0008,1.15,True,,601.0,753.0,0.9967,1380.21,4.4467,0.75,5.0,90.0,,,,,,,
2026-08-28T02:38:51.265493+00:00,rotation,ORB,ref-rot120,120,1000,1000,32,uint8,597,597,538,59,0.9012,0.0322,0.0135,0.0018,1.316,True,,897.0,953.0,0.5287,867.5,0.1907,0.75,5.0,120.0,,,,,,,
2026-08-28T02:38:51.411367+00:00,rotation,ORB,ref-rot180,180,1000,1000,32,uint8,777,777,708,69,0.9112,0.0302,0.0149,0.0013,1.349,True,,751.0,602.0,0.9953,1223.92,0.1419,0.75,5.0,180.0,,,,,,,
2026-08-28T02:38:56.826873+00:00,scale,SIFT,ref-scale0p5,0.5,1253,1817,128,float32,1253,668,634,34,0.9491,0.2207,0.0167,0.0007,0.348,True,,752.0,601.0,0.9977,1721.99,4.6635,0.75,5.0,,0.5,,,,,,
2026-08-28T02:38:57.165750+00:00,scale,SIFT,ref-scale0p75,0.75,1253,1784,128,float32,1253,816,757,59,0.9277,0.2024,0.0205,0.0012,0.291,True,,752.0,601.0,0.9988,2007.6,0.3295,0.75,5.0,,0.75,,,,,,
2026-08-28T02:39:01.852824+00:00,scale,SIFT,ref-scale1p0,1.0,1253,1253,128,float32,1253,1253,1253,0,1.0,0.2571,0.0119,0.0006,0.0,True,,751.0,601.0,0.997,4004.09,4.6767,0.75,5.0,,1.0,,,,,,
2026-08-28T02:39:02.274574+00:00,scale,SIFT,ref-scale1p25,1.25,1253,1849,128,float32,1253,957,919,38,0.9603,0.3006,0.017,0.0009,0.175,True,,752.0,601.0,0.9957,2655.68,0.4117,0.75,5.0,,1.25,,,,,,
2026-08-28T02:39:02.602794+00:00,scale,SIFT,ref-scale1p5,1.5,1253,1856,128,float32,1253,985,957,28,0.9716,0.2011,0.0177,0.0009,0.124,True,,752.0,602.0,0.9948,2773.25,0.3128,0.75,5.0,,1.5,,,,,,
2026-08-28T02:39:07.343516+00:00,scale,SIFT,ref-scale2p0,2.0,1253,1850,128,float32,1253,989,955,34,0.9656,0.2004,0.0168,0.0009,0.121,True,,752.0,601.0,0.9964,2572.84,4.7338,0.75,5.0,,2.0,,,,,,
2026-08-28T02:39:11.699895+00:00,scale,ORB,ref-scale0p5,0.5,1000,1000,32,uint8,665,665,628,37,0.9444,0.0262,0.0108,0.0007,0.477,True,,752.0,602.0,0.9969,1847.12,4.3431,0.75,5.0,,0.5,,,,,,
2026-08-28T02:39:11.852969+00:00,scale,ORB,ref-scale0p75,0.75,1000,1000,32,uint8,744,744,704,40,0.9462,0.0262,0.0137,0.0012,0.257,True,,751.0,602.0,0.9988,1793.71,0.1444,0.75,5.0,,0.75,,,,,,
2026-08-28T02:39:16.353867+00:00,scale,ORB,ref-scale1p0,1.0,1000,1000,32,uint8,998,998,998,0,1.0,0.0269,0.0106,0.0005,0.0,True,,750.0,600.0,1.0,3343.88,4.4961,0.75,5.0,,1.0,,,,,,
2026-08-28T02:39:16.523089+00:00,scale,ORB,ref-scale1p25,1.25,1000,1000,32,uint8,779,779,761,18,0.9769,0.0384,0.0127,0.0014,0.178,True,,752.0,601.0,0.9988,2259.4,0.1551,0.75,5.0,,1.25,,,,,,
2026-08-28T02:39:16.782586+00:00,scale,ORB,ref-scale1p5,1.5,1000,1000,32,uint8,827,827,812,15,0.9819,0.0373,0.0143,0.0011,0.15,True,,751.0,602.0,0.9969,2460.99,0.2395,0.75,5.0,,1.5,,,,,,
2026-08-28T02:39:21.795364+00:00,scale,ORB,ref-scale2p0,2.0,1000,1000,32,uint8,828,828,815,13,0.9843,0.0601,0.0105,0.0009,0.154,True,,752.0,601.0,0.9992,2449.05,4.9984,0.75,5.0,,2.0,,,,,,
2026-08-28T02:39:27.502498+00:00,viewpoint,SIFT,ref-viewpoint_mild,mild,1253,1754,128,float32,1253,834,781,53,0.9365,0.2074,0.0157,0.0008,0.207,True,,750.0,600.0,0.9581,1755.39,5.1649,0.75,5.0,,,mild,15.0,,,,
2026-08-28T02:39:32.408271+00:00,viewpoint,SIFT,ref-viewpoint_moderate,moderate,1253,1630,128,float32,1253,757,675,82,0.8917,0.2053,0.015,0.0008,0.255,True,,750.0,600.0,0.8856,1779.14,4.8983,0.75,5.0,,,moderate,40.0,,,,
2026-08-28T02:39:37.064253+00:00,viewpoint,SIFT,ref-viewpoint_extreme,extreme,1253,1479,128,float32,1253,608,540,68,0.8882,0.2058,0.0141,0.0008,0.362,True,,750.0,600.0,0.7756,1739.24,4.6382,0.75,5.0,,,extreme,80.0,,,,
2026-08-28T02:39:41.494786+00:00,viewpoint,ORB,ref-viewpoint_mild,mild,1000,1000,32,uint8,607,607,532,75,0.8764,0.0308,0.0106,0.0008,0.947,True,,752.0,601.0,0.9545,1686.01,4.43,0.75,5.0,,,mild,15.0,,,,
2026-08-28T02:39:45.884670+00:00,viewpoint,ORB,ref-viewpoint_moderate,moderate,1000,1000,32,uint8,558,558,474,84,0.8495,0.0265,0.0106,0.0009,0.942,True,,750.0,600.0,0.8856,1779.14,4.3699,0.75,5.0,,,moderate,40.0,,,,
2026-08-28T02:39:50.453093+00:00,viewpoint,ORB,ref-viewpoint_extreme,extreme,1000,1000,32,uint8,445,445,365,80,0.8202,0.0284,0.0104,0.0008,1.024,True,,753.0,601.0,0.7717,1561.18,4.5651,0.75,5.0,,,extreme,80.0,,,,
2026-08-28T02:39:55.867905+00:00,illumination,SIFT,ref-bright_n100,bright_n100,1253,1172,128,float32,1253,296,235,61,0.7939,0.19,0.0116,0.0008,0.719,True,,751.0,602.0,0.9978,1284.86,4.9427,0.75,5.0,,,,,bright_n100,-100.0,1.0,brightness
2026-08-28T02:40:00.567472+00:00,illumination,SIFT,ref-bright_n50,bright_n50,1253,1375,128,float32,1253,777,717,60,0.9228,0.1946,0.0199,0.0008,0.328,True,,750.0,602.0,0.9987,2453.51,4.6894,0.75,5.0,,,,,bright_n50,-50.0,1.0,brightness
2026-08-28T02:40:05.049268+00:00,illumination,SIFT,ref-bright_p50,bright_p50,1253,1128,128,float32,1253,1022,959,63,0.9384,0.1825,0.0107,0.001,0.156,True,,752.0,602.0,0.9968,4047.81,4.4724,0.75,5.0,,,,,bright_p50,50.0,1.0,brightness
2026-08-28T02:40:09.543110+00:00,illumination,SIFT,ref-bright_p100,bright_p100,1253,988,128,float32,1253,685,610,75,0.8905,0.201,0.0097,0.0008,0.34,True,,752.0,602.0,0.9977,3470.79,4.4893,0.75,5.0,,,,,bright_p100,100.0,1.0,brightness
2026-08-28T02:40:14.058176+00:00,illumination,SIFT,ref-contrast_0p5,contrast_0p5,1253,1082,128,float32,1253,1066,1024,42,0.9606,0.176,0.0102,0.0009,0.029,True,,752.0,602.0,0.9937,2092.77,4.5029,0.75,5.0,,,,,contrast_0p5,0.0,0.5,contrast
2026-08-28T02:40:18.557705+00:00,illumination,SIFT,ref-contrast_0p75,contrast_0p75,1253,1189,128,float32,1253,1155,1136,19,0.9835,0.1862,0.0118,0.001,0.029,True,,752.0,602.0,0.9945,3095.36,4.4932,0.75,5.0,,,,,contrast_0p75,0.0,0.75,contrast
2026-08-28T02:40:23.124070+00:00,illumination,SIFT,ref-contrast_1p25,contrast_1p25,1253,1173,128,float32,1253,1026,955,71,0.9308,0.1847,0.0113,0.0009,0.16,True,,752.0,602.0,0.9969,4888.96,4.5522,0.75,5.0,,,,,contrast_1p25,0.0,1.25,contrast
2026-08-28T02:40:27.617097+00:00,illumination,SIFT,ref-contrast_1p5,contrast_1p5,1253,1115,128,float32,1253,796,716,80,0.8995,0.2035,0.0103,0.0008,0.288,True,,752.0,602.0,0.9963,5315.06,4.4854,0.75,5.0,,,,,contrast_1p5,0.0,1.5,contrast
2026-08-28T02:40:32.073682+00:00,illumination,ORB,ref-bright_n100,bright_n100,1000,1000,32,uint8,231,231,82,149,0.355,0.0316,0.0104,0.0106,1.149,True,,752.0,601.0,0.9993,1267.07,4.458,0.75,5.0,,,,,bright_n100,-100.0,1.0,brightness
2026-08-28T02:40:36.403403+00:00,illumination,ORB,ref-bright_n50,bright_n50,1000,1000,32,uint8,600,600,559,41,0.9317,0.0263,0.0106,0.0008,0.389,True,,751.0,602.0,0.999,2423.47,4.3205,0.75,5.0,,,,,bright_n50,-50.0,1.0,brightness
2026-08-28T02:40:40.715560+00:00,illumination,ORB,ref-bright_p50,bright_p50,1000,1000,32,uint8,727,727,693,34,0.9532,0.0244,0.0105,0.0008,0.124,True,,752.0,602.0,0.9981,3927.28,4.2899,0.75,5.0,,,,,bright_p50,50.0,1.0,brightness
2026-08-28T02:40:45.135075+00:00,illumination,ORB,ref-bright_p100,bright_p100,1000,1000,32,uint8,484,484,440,44,0.9091,0.0301,0.0105,0.0007,0.456,True,,751.0,601.0,0.9993,2453.01,4.4194,0.75,5.0,,,,,bright_p100,100.0,1.0,brightness
2026-08-28T02:40:49.483046+00:00,illumination,ORB,ref-contrast_0p5,contrast_0p5,1000,1000,32,uint8,905,905,894,11,0.9878,0.026,0.0105,0.0008,0.023,True,,751.0,601.0,0.9981,1807.78,4.3357,0.75,5.0,,,,,contrast_0p5,0.0,0.5,contrast
2026-08-28T02:40:53.836511+00:00,illumination,ORB,ref-contrast_0p75,contrast_0p75,1000,1000,32,uint8,925,925,919,6,0.9935,0.0251,0.0105,0.0008,0.02,True,,751.0,602.0,0.9961,2839.8,4.352,0.75,5.0,,,,,contrast_0p75,0.0,0.75,contrast
2026-08-28T02:40:58.243543+00:00,illumination,ORB,ref-contrast_1p25,contrast_1p25,1000,1000,32,uint8,722,722,681,41,0.9432,0.0277,0.0104,0.0007,0.15,True,,752.0,602.0,0.9976,4666.19,4.4025,0.75,5.0,,,,,contrast_1p25,0.0,1.25,contrast
2026-08-28T02:41:02.590059+00:00,illumination,ORB,ref-contrast_1p5,contrast_1p5,1000,1000,32,uint8,533,533,491,42,0.9212,0.0366,0.0108,0.0008,0.405,True,,752.0,601.0,0.9983,4126.18,4.3327,0.75,5.0,,,,,contrast_1p5,0.0,1.5,contrast
